filename,width,height,class,xmin,ymin,xmax,ymax
13.jpg,640,480,missingPerson,253,29,287,88
130.jpg,640,480,missingPerson,244,1,276,48
130.jpg,640,480,missingPerson,78,360,143,417
130.jpg,640,480,fox,322,145,343,203
131.jpg,640,480,missingPerson,98,345,156,397
131.jpg,640,480,fox,340,128,356,179
132.jpg,640,480,missingPerson,116,335,169,381
132.jpg,640,480,fox,354,106,376,163
133.jpg,640,480,missingPerson,160,331,204,380
133.jpg,640,480,fox,392,109,414,168
134.jpg,640,480,missingPerson,197,325,240,380
134.jpg,640,480,fox,427,107,449,162
135.jpg,640,480,missingPerson,213,352,250,409
135.jpg,640,480,fox,440,131,460,187
136.jpg,640,480,missingPerson,230,382,266,436
136.jpg,640,480,missingPerson,375,1,407,53
136.jpg,640,480,missingPerson,551,1,609,47
136.jpg,640,480,fox,455,150,473,205
137.jpg,640,480,missingPerson,563,1,640,59
137.jpg,640,480,missingPerson,392,14,424,66
137.jpg,640,480,missingPerson,241,409,287,452
137.jpg,640,480,fox,475,164,495,220
138.jpg,640,480,missingPerson,410,29,446,84
138.jpg,640,480,missingPerson,269,404,302,472
138.jpg,640,480,missingPerson,584,29,640,77
138.jpg,640,480,missingPerson,1,58,54,99
138.jpg,640,480,fox,494,179,515,240
139.jpg,640,480,missingPerson,431,46,463,95
139.jpg,640,480,missingPerson,1,67,66,111
139.jpg,640,480,fox,512,196,535,255
14.6e737bcac862b8367d0643a3884d058c.jpg,450,675,fox,112,3,450,351
14.fox-04.jpg,746,464,fox,25,48,640,398
14.jpg,640,480,missingPerson,188,192,228,235
14.jpg,640,480,missingPerson,275,51,309,114
140.jpg,640,480,missingPerson,448,61,482,105
140.jpg,640,480,missingPerson,8,82,78,125
140.jpg,640,480,fox,529,213,554,272
141.jpg,640,480,missingPerson,464,77,503,118
141.jpg,640,480,missingPerson,23,95,90,137
141.jpg,640,480,missingPerson,3,298,70,329
141.jpg,640,480,missingPerson,258,1,290,42
141.jpg,640,480,fox,551,230,574,288
142.jpg,640,480,missingPerson,477,93,524,138
142.jpg,640,480,missingPerson,42,110,106,152
142.jpg,640,480,missingPerson,16,313,81,345
142.jpg,640,480,missingPerson,279,1,306,55
142.jpg,640,480,fox,566,245,592,303
143.jpg,640,480,missingPerson,487,112,548,154
143.jpg,640,480,missingPerson,298,8,323,68
143.jpg,640,480,missingPerson,61,124,122,165
143.jpg,640,480,missingPerson,34,327,94,361
143.jpg,640,480,fox,586,264,615,325
144.jpg,640,480,missingPerson,511,128,569,164
144.jpg,640,480,missingPerson,317,26,346,83
144.jpg,640,480,missingPerson,77,138,139,180
144.jpg,640,480,missingPerson,49,341,111,379
144.jpg,640,480,fox,603,281,634,342
145.jpg,640,480,missingPerson,535,141,592,180
145.jpg,640,480,missingPerson,336,41,360,100
145.jpg,640,480,missingPerson,97,153,152,193
145.jpg,640,480,missingPerson,67,356,123,395
146.jpg,640,480,missingPerson,551,161,611,198
146.jpg,640,480,missingPerson,355,58,380,113
146.jpg,640,480,missingPerson,114,169,167,210
146.jpg,640,480,missingPerson,84,370,136,415
147.jpg,640,480,missingPerson,565,176,632,219
147.jpg,640,480,missingPerson,372,75,402,129
147.jpg,640,480,missingPerson,132,182,185,225
147.jpg,640,480,missingPerson,102,384,153,432
148.jpg,640,480,missingPerson,584,193,640,225
148.jpg,640,480,missingPerson,390,93,421,141
148.jpg,640,480,missingPerson,150,198,198,239
148.jpg,640,480,missingPerson,119,401,171,448
149.jpg,640,480,missingPerson,410,106,445,152
149.jpg,640,480,missingPerson,165,215,212,260
149.jpg,640,480,missingPerson,133,417,179,474
15.5487153266_455952ea66_z.jpg,427,640,fox,23,74,427,595
150.jpg,640,480,missingPerson,426,123,467,171
150.jpg,640,480,missingPerson,183,230,232,272
150.jpg,640,480,missingPerson,149,434,194,480
150.jpg,640,480,missingPerson,1,430,48,469
151.jpg,640,480,missingPerson,442,143,488,183
151.jpg,640,480,missingPerson,197,248,247,290
152.jpg,640,480,missingPerson,440,187,482,228
152.jpg,640,480,missingPerson,195,285,241,333
153.jpg,640,480,missingPerson,438,231,487,258
153.jpg,640,480,missingPerson,194,324,240,366
154.jpg,640,480,missingPerson,423,243,463,276
154.jpg,640,480,missingPerson,173,336,219,385
155.jpg,640,480,missingPerson,399,256,439,291
155.jpg,640,480,missingPerson,147,352,197,403
155.jpg,640,480,missingPerson,593,340,640,377
156.jpg,640,480,missingPerson,386,277,421,309
156.jpg,640,480,missingPerson,129,377,178,422
156.jpg,640,480,missingPerson,578,362,639,406
157.jpg,640,480,missingPerson,367,296,405,332
157.jpg,640,480,missingPerson,101,396,160,453
157.jpg,640,480,missingPerson,576,388,640,432
158.jpg,640,480,missingPerson,356,317,386,355
158.jpg,640,480,missingPerson,80,414,145,479
158.jpg,640,480,missingPerson,556,404,626,449
159.jpg,640,480,missingPerson,340,347,372,377
159.jpg,640,480,missingPerson,63,434,128,480
16.ANI004-00001-1920x1248.jpg,1920,1248,fox,1,179,1146,1154
160.jpg,640,480,missingPerson,319,356,352,397
161.jpg,640,480,missingPerson,299,379,334,421
162.jpg,640,480,missingPerson,285,393,318,447
163.jpg,640,480,missingPerson,261,412,299,475
164.jpg,640,480,missingPerson,242,433,275,480
165.jpg,640,480,missingPerson,196,428,231,480
166.jpg,640,480,missingPerson,152,432,193,480
167.jpg,640,480,missingPerson,135,408,180,466
168.jpg,640,480,missingPerson,116,386,163,440
169.jpg,640,480,missingPerson,90,371,145,423
17.fox-stalking-alamy-dew6rp-age-fotostock.jpg,635,357,fox,263,27,500,351
17.okec6605m1n11.jpg,450,773,fox,24,21,442,749
170.jpg,640,480,missingPerson,62,354,125,402
171.jpg,640,480,missingPerson,37,338,106,384
171.jpg,640,480,missingPerson,590,290,640,329
172.jpg,640,480,missingPerson,570,269,640,313
172.jpg,640,480,missingPerson,11,321,83,362
173.jpg,640,480,missingPerson,549,250,640,306
173.jpg,640,480,missingPerson,1,302,64,341
173.jpg,640,480,missingPerson,464,424,520,480
174.jpg,640,480,missingPerson,552,206,640,250
174.jpg,640,480,missingPerson,465,382,533,459
174.jpg,640,480,missingPerson,1,260,72,292
175.jpg,640,480,missingPerson,555,159,640,199
175.jpg,640,480,missingPerson,467,348,527,407
175.jpg,640,480,missingPerson,1,221,74,249
176.jpg,640,480,missingPerson,560,106,640,157
176.jpg,640,480,missingPerson,460,311,527,361
176.jpg,640,480,fox,345,451,369,480
177.jpg,640,480,missingPerson,457,267,530,316
177.jpg,640,480,missingPerson,559,54,640,120
177.jpg,640,480,fox,343,418,367,477
178.jpg,640,480,missingPerson,456,228,528,272
178.jpg,640,480,missingPerson,555,1,640,79
178.jpg,640,480,missingPerson,1,93,64,135
178.jpg,640,480,missingPerson,256,209,291,245
178.jpg,640,480,fox,344,376,365,439
179.jpg,640,480,missingPerson,253,168,291,202
179.jpg,640,480,missingPerson,1,52,64,97
179.jpg,640,480,missingPerson,462,182,526,229
179.jpg,640,480,fox,342,339,361,401
18.71We2nio19L.jpg,1000,923,fox,50,191,984,911
180.jpg,640,480,missingPerson,457,142,525,181
180.jpg,640,480,missingPerson,255,129,292,165
180.jpg,640,480,missingPerson,1,4,68,66
180.jpg,640,480,fox,341,298,360,361
181.jpg,640,480,missingPerson,451,96,517,150
181.jpg,640,480,missingPerson,253,93,291,132
181.jpg,640,480,fox,338,260,356,320
182.jpg,640,480,missingPerson,448,53,508,117
182.jpg,640,480,missingPerson,257,54,293,105
182.jpg,640,480,fox,337,224,355,284
183.jpg,640,480,missingPerson,451,6,510,76
183.jpg,640,480,missingPerson,251,10,286,62
183.jpg,640,480,missingPerson,61,423,127,480
183.jpg,640,480,fox,334,185,354,245
184.jpg,640,480,missingPerson,55,390,126,449
184.jpg,640,480,fox,331,150,354,210
185.jpg,640,480,missingPerson,58,349,126,402
185.jpg,640,480,fox,333,112,349,172
186.jpg,640,480,missingPerson,58,303,130,359
186.jpg,640,480,fox,333,78,349,136
187.jpg,640,480,missingPerson,52,272,123,316
187.jpg,640,480,fox,331,38,348,105
188.jpg,640,480,missingPerson,51,241,122,272
188.jpg,640,480,fox,327,1,347,60
189.jpg,640,480,missingPerson,49,201,117,241
19.180355-animals-fox-National_Geographic-748x561.jpg,748,561,fox,1,2,737,528
19.jpg,640,480,missingPerson,375,161,414,206
190.jpg,640,480,missingPerson,44,157,114,200
191.jpg,640,480,missingPerson,39,113,111,160
192.jpg,640,480,missingPerson,32,66,112,118
193.jpg,640,480,missingPerson,32,18,107,88
197.jpg,640,480,missingPerson,9,55,93,122
198.jpg,640,480,missingPerson,54,55,131,120
199.jpg,640,480,missingPerson,68,74,146,136
2.91836.ngsversion.1518206283114.adapt.1900.1.jpg,1900,1424,fox,1250,472,1838,1270
2.Fox%20in%20the%20Otways_Credit%20Mark%20Le%20Pla.jpg,749,599,fox,35,132,585,516
20.CvAoGwvWcAAMqRz.jpg,1200,900,fox,277,198,1200,888
20.wildlife_fox.jpg,750,493,fox,15,33,707,481
20.jpg,640,480,missingPerson,392,177,435,223
200.jpg,640,480,missingPerson,85,100,166,155
201.jpg,640,480,missingPerson,118,123,196,184
201.jpg,640,480,missingPerson,221,1,267,63
202.jpg,640,480,missingPerson,245,6,287,83
202.jpg,640,480,missingPerson,142,149,206,196
203.jpg,640,480,missingPerson,169,169,238,218
203.jpg,640,480,missingPerson,271,32,305,94
204.jpg,640,480,missingPerson,291,60,326,119
204.jpg,640,480,missingPerson,199,196,251,227
208.jpg,640,480,missingPerson,370,150,400,191
209.jpg,640,480,missingPerson,391,170,426,213
21.P1200972lo_zpsct6se42h.jpg,800,600,fox,99,159,721,517
21.jpg,640,480,missingPerson,411,195,455,231
21.jpg,640,480,fox,603,1,627,41
210.jpg,640,480,missingPerson,405,189,447,234
210.jpg,640,480,missingPerson,327,302,355,342
210.jpg,640,480,fox,612,1,638,40
211.jpg,640,480,missingPerson,423,207,468,246
211.jpg,640,480,missingPerson,341,316,381,362
212.jpg,640,480,missingPerson,439,223,488,260
212.jpg,640,480,missingPerson,362,336,399,387
212.jpg,640,480,missingPerson,123,75,158,116
213.jpg,640,480,missingPerson,465,247,516,278
213.jpg,640,480,missingPerson,388,351,421,407
213.jpg,640,480,missingPerson,1,70,43,106
214.jpg,640,480,missingPerson,482,260,537,300
214.jpg,640,480,missingPerson,405,371,444,428
214.jpg,640,480,missingPerson,2,75,56,114
215.jpg,640,480,missingPerson,503,277,558,321
215.jpg,640,480,missingPerson,422,385,463,446
215.jpg,640,480,missingPerson,16,93,73,133
215.jpg,640,480,missingPerson,171,120,209,160
216.jpg,640,480,missingPerson,521,302,582,342
216.jpg,640,480,missingPerson,443,408,487,473
216.jpg,640,480,missingPerson,188,139,229,175
216.jpg,640,480,missingPerson,33,109,88,146
216.jpg,640,480,missingPerson,39,1,81,33
217.jpg,640,480,missingPerson,538,321,611,364
217.jpg,640,480,missingPerson,457,433,509,480
217.jpg,640,480,missingPerson,47,123,106,162
217.jpg,640,480,missingPerson,204,155,244,188
217.jpg,640,480,missingPerson,58,12,97,48
218.jpg,640,480,missingPerson,556,335,628,387
218.jpg,640,480,missingPerson,221,172,255,203
218.jpg,640,480,missingPerson,67,143,115,173
218.jpg,640,480,missingPerson,75,29,113,59
219.jpg,640,480,missingPerson,574,350,640,405
219.jpg,640,480,missingPerson,237,185,268,214
219.jpg,640,480,missingPerson,82,159,129,190
219.jpg,640,480,missingPerson,87,39,125,76
219.jpg,640,480,missingPerson,274,1,310,35
22.7-768x768.jpg,768,768,fox,135,24,763,729
22.818urVN5WvL.jpg,1799,1661,fox,246,287,1757,1661
22.jpg,640,480,missingPerson,436,217,473,255
22.jpg,640,480,fox,622,3,640,59
220.jpg,640,480,missingPerson,249,204,282,229
220.jpg,640,480,missingPerson,88,174,128,203
220.jpg,640,480,missingPerson,92,51,129,80
220.jpg,640,480,missingPerson,292,1,326,37
221.jpg,640,480,missingPerson,269,222,294,248
221.jpg,640,480,missingPerson,104,192,154,220
221.jpg,640,480,missingPerson,112,67,147,94
221.jpg,640,480,missingPerson,302,1,343,55
222.jpg,640,480,missingPerson,287,238,312,261
222.jpg,640,480,missingPerson,122,210,162,237
222.jpg,640,480,missingPerson,313,11,366,69
223.jpg,640,480,missingPerson,302,255,328,281
223.jpg,640,480,missingPerson,141,227,177,253
223.jpg,640,480,missingPerson,339,31,379,82
224.jpg,640,480,missingPerson,323,273,350,303
224.jpg,640,480,missingPerson,159,244,195,275
225.jpg,640,480,missingPerson,342,290,367,321
225.jpg,640,480,missingPerson,177,262,207,290
226.jpg,640,480,missingPerson,360,306,388,338
226.jpg,640,480,missingPerson,193,279,235,311
227.jpg,640,480,missingPerson,377,321,405,354
227.jpg,640,480,missingPerson,214,298,245,331
228.jpg,640,480,missingPerson,393,338,425,377
228.jpg,640,480,missingPerson,232,317,262,349
229.jpg,640,480,missingPerson,409,353,444,394
229.jpg,640,480,missingPerson,252,338,281,370
23.25dc2cdc3adef2129278b688bf62cc3d.jpg,503,750,fox,109,213,449,696
23.fox_cocking_leg01.jpg,875,545,fox,35,90,796,417
23.jpg,640,480,missingPerson,450,226,495,274
23.jpg,640,480,missingPerson,381,338,418,385
23.jpg,640,480,missingPerson,1,91,45,125
230.jpg,640,480,missingPerson,427,373,466,420
230.jpg,640,480,missingPerson,269,355,299,389
231.jpg,640,480,missingPerson,443,390,484,437
231.jpg,640,480,missingPerson,289,381,315,411
232.jpg,640,480,missingPerson,449,395,493,444
232.jpg,640,480,missingPerson,308,382,335,422
233.jpg,640,480,missingPerson,457,406,503,452
237.jpg,640,480,missingPerson,528,319,590,365
238.jpg,640,480,missingPerson,502,329,564,378
239.jpg,640,480,missingPerson,482,339,537,397
24.75529.jpg,1280,720,fox,566,10,1235,720
24.jpg,640,480,missingPerson,467,243,523,283
24.jpg,640,480,missingPerson,399,348,440,407
24.jpg,640,480,missingPerson,5,95,50,130
240.jpg,640,480,missingPerson,472,363,524,410
241.jpg,640,480,missingPerson,457,383,511,429
242.jpg,640,480,missingPerson,448,399,491,453
243.jpg,640,480,missingPerson,430,415,475,472
244.jpg,640,480,missingPerson,402,418,446,475
248.jpg,640,480,missingPerson,587,418,640,468
249.jpg,640,480,missingPerson,573,436,635,480
25.sei_25179316-552b-e1534149278811.jpg,540,418,fox,47,10,315,380
25.jpg,640,480,missingPerson,485,265,543,296
25.jpg,640,480,missingPerson,416,378,459,420
25.jpg,640,480,missingPerson,170,130,205,159
25.jpg,640,480,missingPerson,19,111,65,146
26.main_900.jpg,900,600,fox,162,190,418,497
26.jpg,640,480,missingPerson,176,140,216,176
26.jpg,640,480,missingPerson,24,123,79,155
26.jpg,640,480,missingPerson,504,282,575,326
26.jpg,640,480,missingPerson,439,389,489,452
27.FNFK_4_656x538.JPG,656,538,fox,161,90,546,490
27.jpg,640,480,missingPerson,532,295,599,342
27.jpg,640,480,missingPerson,455,403,507,469
27.jpg,640,480,missingPerson,198,155,235,192
27.jpg,640,480,missingPerson,38,136,91,171
28.spring-fox-photo-by-amanda-fredlund-national-geographic-your-shot-1466163866_org.jpg,1000,666,fox,192,115,774,570
28.jpg,640,480,missingPerson,545,310,625,364
28.jpg,640,480,missingPerson,473,423,530,480
28.jpg,640,480,missingPerson,209,170,250,201
28.jpg,640,480,missingPerson,50,151,112,186
284.jpg,640,480,missingPerson,372,426,406,476
285.jpg,640,480,missingPerson,361,419,391,462
285.jpg,640,480,fox,446,452,469,480
286.jpg,640,480,missingPerson,346,403,373,449
286.jpg,640,480,fox,432,436,456,480
287.jpg,640,480,missingPerson,329,387,358,435
287.jpg,640,480,fox,419,425,442,472
288.jpg,640,480,missingPerson,314,378,342,421
288.jpg,640,480,fox,405,411,430,458
289.jpg,640,480,missingPerson,102,447,141,480
289.jpg,640,480,missingPerson,302,361,326,404
289.jpg,640,480,fox,389,398,412,447
29.Red-Fox-1300x724-960x540.jpg,960,540,fox,80,115,766,459
29.jpg,640,480,missingPerson,577,338,640,384
29.jpg,640,480,missingPerson,225,185,265,218
29.jpg,640,480,missingPerson,71,161,118,201
29.jpg,640,480,missingPerson,260,1,292,32
290.jpg,640,480,missingPerson,286,346,312,389
290.jpg,640,480,missingPerson,79,427,127,475
290.jpg,640,480,fox,374,383,401,433
291.jpg,640,480,missingPerson,272,330,296,370
291.jpg,640,480,missingPerson,67,411,116,467
291.jpg,640,480,fox,361,367,383,417
292.jpg,640,480,missingPerson,256,320,282,356
292.jpg,640,480,missingPerson,49,400,107,445
292.jpg,640,480,missingPerson,191,440,233,480
292.jpg,640,480,fox,346,355,370,401
293.jpg,640,480,missingPerson,240,307,274,339
293.jpg,640,480,missingPerson,39,395,89,437
293.jpg,640,480,missingPerson,172,425,214,477
293.jpg,640,480,fox,332,341,355,386
294.jpg,640,480,missingPerson,221,291,257,327
294.jpg,640,480,missingPerson,22,374,81,421
294.jpg,640,480,missingPerson,156,406,197,464
294.jpg,640,480,fox,317,326,343,373
295.jpg,640,480,missingPerson,209,276,245,312
295.jpg,640,480,missingPerson,4,365,65,407
295.jpg,640,480,missingPerson,146,398,184,446
295.jpg,640,480,fox,304,312,327,359
296.jpg,640,480,missingPerson,189,262,225,295
296.jpg,640,480,missingPerson,1,356,50,391
296.jpg,640,480,missingPerson,125,387,168,435
296.jpg,640,480,fox,290,296,309,342
297.jpg,640,480,missingPerson,173,248,208,277
297.jpg,640,480,missingPerson,1,340,33,370
297.jpg,640,480,missingPerson,109,378,154,414
297.jpg,640,480,fox,275,283,297,327
298.jpg,640,480,missingPerson,180,209,217,241
298.jpg,640,480,missingPerson,118,337,167,377
298.jpg,640,480,missingPerson,1,301,48,339
298.jpg,640,480,fox,280,247,300,294
298.jpg,640,480,fox,54,436,78,476
299.jpg,640,480,missingPerson,179,186,219,217
299.jpg,640,480,missingPerson,118,312,169,353
299.jpg,640,480,missingPerson,1,280,46,312
299.jpg,640,480,fox,285,221,305,265
299.jpg,640,480,fox,60,412,78,453
2_10.jpg,640,480,missingPerson,407,96,458,153
2_11.jpg,640,480,missingPerson,370,90,415,140
2_12.jpg,640,480,missingPerson,341,83,378,134
2_13.jpg,640,480,missingPerson,117,82,153,119
2_20.jpg,640,480,missingPerson,297,65,322,112
2_24.jpg,640,480,missingPerson,286,62,315,116
2_25.jpg,640,480,missingPerson,286,67,313,118
2_26.jpg,640,480,missingPerson,284,65,314,121
2_27.jpg,640,480,missingPerson,281,65,310,120
2_28.jpg,640,480,missingPerson,279,66,310,119
2_29.jpg,640,480,missingPerson,276,67,304,121
2_3.jpg,640,480,missingPerson,424,347,540,480
2_30.jpg,640,480,missingPerson,270,68,300,126
2_35.jpg,640,480,missingPerson,224,48,261,105
2_37.jpg,640,480,missingPerson,174,31,212,91
2_38.jpg,640,480,missingPerson,145,17,193,83
2_39.jpg,640,480,missingPerson,192,45,235,103
2_4.jpg,640,480,missingPerson,338,267,403,362
2_40.jpg,640,480,missingPerson,219,57,258,113
2_41.jpg,640,480,missingPerson,249,68,279,120
2_42.jpg,640,480,missingPerson,277,92,306,138
2_43.jpg,640,480,missingPerson,302,101,329,154
2_43.jpg,640,480,missingPerson,1,279,47,307
2_44.jpg,640,480,missingPerson,326,112,350,154
2_44.jpg,640,480,missingPerson,6,289,65,319
2_45.jpg,640,480,missingPerson,347,119,374,160
2_45.jpg,640,480,missingPerson,23,298,80,328
2_46.jpg,640,480,missingPerson,311,104,337,143
2_5.jpg,640,480,missingPerson,277,216,329,289
2_6.jpg,640,480,missingPerson,237,185,282,238
2_9.jpg,640,480,missingPerson,464,106,517,169
3.89669.ngsversion.1467254309183.adapt.1900.1.jpg,1900,1424,fox,237,317,1543,1001
3.fox_0.jpg,1022,681,fox,143,18,799,668
30.jpg,640,480,missingPerson,601,352,640,397
30.jpg,640,480,missingPerson,245,200,283,230
30.jpg,640,480,missingPerson,87,181,129,210
30.jpg,640,480,missingPerson,272,1,309,45
300.jpg,640,480,missingPerson,197,174,234,208
300.jpg,640,480,missingPerson,131,309,180,348
300.jpg,640,480,missingPerson,1,277,60,307
300.jpg,640,480,fox,301,209,323,260
300.jpg,640,480,fox,66,409,91,451
301.jpg,640,480,missingPerson,217,159,253,191
301.jpg,640,480,missingPerson,139,297,191,339
301.jpg,640,480,missingPerson,11,272,72,293
301.jpg,640,480,fox,322,194,345,248
301.jpg,640,480,fox,78,403,103,444
302.jpg,640,480,missingPerson,232,139,269,174
302.jpg,640,480,missingPerson,161,280,204,321
302.jpg,640,480,missingPerson,19,252,82,280
302.jpg,640,480,fox,338,178,360,234
302.jpg,640,480,fox,87,393,113,437
303.jpg,640,480,missingPerson,245,116,281,160
303.jpg,640,480,missingPerson,176,266,214,304
303.jpg,640,480,missingPerson,28,239,90,269
303.jpg,640,480,fox,353,157,380,214
303.jpg,640,480,fox,94,383,121,426
304.jpg,640,480,missingPerson,264,93,297,137
304.jpg,640,480,missingPerson,189,257,228,284
304.jpg,640,480,missingPerson,36,231,100,254
304.jpg,640,480,fox,370,137,401,195
304.jpg,640,480,fox,110,371,131,415
305.jpg,640,480,missingPerson,283,70,309,120
305.jpg,640,480,missingPerson,205,242,242,269
