filename,width,height,class,xmin,ymin,xmax,ymax
LandscapeMap.0121.jpg,640,480,missingPerson,209,165,246,207
330.jpg,640,480,missingPerson,491,101,536,140
LandscapeMap.0067.jpg,640,480,missingPerson,442,301,489,334
187.jpg,640,480,missingPerson,52,272,123,316
106.jpg,640,480,missingPerson,169,426,210,480
33.jpg,640,480,missingPerson,322,22,365,80
hanam17.jpg,640,480,missingPerson,326,368,348,404
310.jpg,640,480,missingPerson,297,153,326,186
294.jpg,640,480,missingPerson,156,406,197,464
325.jpg,640,480,missingPerson,239,389,278,450
